"","company_location","work_year","experience_level","employment_type","job_title","salary","salary_currency","salary_in_usd","employee_residence","remote_ratio","company_size","country","alpha-3-code","numeric_code","latitude","longitude"
"553","RO",2023,"MI","FT","Data Scientist",50000,"EUR",53921,"RO",50,"L","Romania","ROU",642,46,25
"554","RU",2021,"EX","FT","Head of Data Science",85000,"USD",85000,"RU",0,"M","Russia","RUS",643,60,100
"555","RU",2021,"EX","FT","Head of Data Science",85000,"USD",85000,"RU",0,"M","Russia","RUS",643,60,100
"556","RU",2021,"EX","FT","Head of Data",230000,"USD",230000,"RU",50,"L","Russia","RUS",643,60,100
"557","RU",2021,"EX","FT","Head of Data",230000,"USD",230000,"RU",50,"L","Russia","RUS",643,60,100
"558","SE",2023,"EN","FT","Big Data Engineer",130000,"USD",130000,"SE",100,"S","Sweden","SWE",752,62,15
"559","SG",2022,"SE","FT","Product Data Scientist",8000,"USD",8000,"IN",100,"L","Singapore","SGP",702,1.3667,103.8
"560","SG",2021,"EN","FT","Marketing Data Engineer",90000,"SGD",66970,"SG",50,"L","Singapore","SGP",702,1.3667,103.8
"561","SG",2021,"MI","FT","Cloud Data Engineer",120000,"SGD",89294,"SG",50,"L","Singapore","SGP",702,1.3667,103.8
"562","SG",2022,"MI","FT","Data Analyst",90000,"SGD",65257,"SG",50,"M","Singapore","SGP",702,1.3667,103.8
"563","SG",2023,"MI","FT","Data Analytics Lead",1440000,"INR",17576,"IN",50,"M","Singapore","SGP",702,1.3667,103.8
"564","SI",2021,"MI","FT","Machine Learning Engineer",21000,"EUR",24823,"SI",50,"L","Slovenia","SVN",705,46,15
"565","SI",2021,"SE","FT","Head of Data",87000,"EUR",102839,"SI",100,"L","Slovenia","SVN",705,46,15
"566","SK",2022,"SE","FT","Cloud Data Engineer",12000,"EUR",12608,"SK",100,"S","Slovakia","SVK",703,48.6667,19.5
"567","TH",2023,"MI","FT","Data Scientist",840000,"THB",25248,"TH",50,"L","Thailand","THA",764,15,100
"568","TH",2021,"EN","FT","Machine Learning Developer",15000,"USD",15000,"TH",100,"L","Thailand","THA",764,15,100
"569","TR",2021,"SE","FT","Data Scientist",180000,"TRY",20171,"TR",50,"L","Turkey","TUR",792,39,35
"570","TR",2022,"MI","FT","Data Scientist",10000,"USD",10000,"TR",0,"M","Turkey","TUR",792,39,35
"571","TR",2022,"MI","FT","Data Scientist",25000,"USD",25000,"TR",50,"M","Turkey","TUR",792,39,35
"572","TR",2021,"MI","FT","Data Engineer",108000,"TRY",12103,"TR",0,"M","Turkey","TUR",792,39,35
"573","TR",2021,"MI","FT","Data Engineer",250000,"TRY",28016,"TR",100,"M","Turkey","TUR",792,39,35
"574","UA",2021,"EN","FT","Data Scientist",13400,"USD",13400,"UA",100,"L","Ukraine","UKR",804,49,32
"575","US",2023,"SE","FT","Data Architect",120000,"USD",120000,"US",0,"M","United States of America","USA",840,38,-97
"576","US",2023,"EN","FT","Data Analyst",48000,"USD",48000,"US",0,"M","United States of America","USA",840,38,-97
"577","US",2023,"SE","FT","Data Engineer",2e+05,"USD",2e+05,"US",0,"M","United States of America","USA",840,38,-97
"578","US",2023,"MI","FT","Data Infrastructure Engineer",160000,"USD",160000,"US",100,"M","United States of America","USA",840,38,-97
"579","US",2023,"SE","FT","Data Scientist",129300,"USD",129300,"US",0,"M","United States of America","USA",840,38,-97
"580","US",2023,"SE","FT","Data Analyst",80000,"USD",80000,"US",100,"S","United States of America","USA",840,38,-97
"581","US",2023,"SE","FT","Machine Learning Engineer",150000,"USD",150000,"US",100,"M","United States of America","USA",840,38,-97
"582","US",2023,"EN","FT","Data Analyst",55000,"USD",55000,"US",0,"M","United States of America","USA",840,38,-97
"583","US",2023,"SE","FT","Data Engineer",150000,"USD",150000,"US",100,"M","United States of America","USA",840,38,-97
"584","US",2023,"MI","FT","Data Infrastructure Engineer",190000,"USD",190000,"US",100,"M","United States of America","USA",840,38,-97
"585","US",2023,"SE","FT","Data Analyst",81666,"USD",81666,"US",100,"M","United States of America","USA",840,38,-97
"586","US",2023,"SE","FT","Data Engineer",170000,"USD",170000,"US",100,"M","United States of America","USA",840,38,-97
"587","US",2023,"SE","FT","Data Engineer",129000,"USD",129000,"US",0,"M","United States of America","USA",840,38,-97
"588","US",2023,"SE","FT","Data Engineer",250000,"USD",250000,"US",100,"M","United States of America","USA",840,38,-97
"589","US",2023,"SE","FT","Data Engineer",250000,"USD",250000,"US",100,"M","United States of America","USA",840,38,-97
"590","US",2023,"SE","FT","Data Architect",160000,"USD",160000,"US",100,"M","United States of America","USA",840,38,-97
"591","US",2023,"SE","FT","Data Analyst",95000,"USD",95000,"US",0,"M","United States of America","USA",840,38,-97
"592","US",2023,"SE","FT","Data Engineer",66000,"USD",66000,"US",100,"M","United States of America","USA",840,38,-97
"593","US",2023,"SE","FT","Data Analyst",108000,"USD",108000,"US",0,"M","United States of America","USA",840,38,-97
"594","US",2023,"SE","FT","Data Engineer",130000,"USD",130000,"US",0,"M","United States of America","USA",840,38,-97
"595","US",2023,"SE","FT","Data Analyst",80000,"USD",80000,"US",0,"M","United States of America","USA",840,38,-97
"596","US",2022,"EN","FT","Product Data Analyst",1e+05,"USD",1e+05,"US",100,"M","United States of America","USA",840,38,-97
"597","US",2023,"SE","FT","Data Architect",228000,"USD",228000,"US",0,"M","United States of America","USA",840,38,-97
"598","US",2023,"SE","FT","Data Engineer",180000,"USD",180000,"US",100,"M","United States of America","USA",840,38,-97
"599","US",2023,"MI","FT","Machine Learning Engineer",148500,"USD",148500,"US",0,"M","United States of America","USA",840,38,-97
"600","US",2023,"SE","FT","Machine Learning Engineer",153088,"USD",153088,"US",100,"M","United States of America","USA",840,38,-97
"601","US",2023,"MI","FT","Data Engineer",120000,"USD",120000,"US",100,"M","United States of America","USA",840,38,-97
"602","US",2023,"SE","FT","Data Scientist",160000,"USD",160000,"US",0,"M","United States of America","USA",840,38,-97
"603","US",2023,"SE","FT","Data Architect",115000,"USD",115000,"US",100,"M","United States of America","USA",840,38,-97
"604","US",2023,"MI","FT","Data Engineer",120000,"USD",120000,"US",0,"M","United States of America","USA",840,38,-97
"605","US",2023,"SE","FT","Data Engineer",259000,"USD",259000,"US",100,"M","United States of America","USA",840,38,-97
"606","US",2023,"MI","FT","Data Analyst",80000,"USD",80000,"US",0,"M","United States of America","USA",840,38,-97
"607","US",2023,"SE","FT","Data Analyst",52500,"USD",52500,"US",0,"M","United States of America","USA",840,38,-97
"608","US",2023,"SE","FT","Data Engineer",160000,"USD",160000,"US",0,"M","United States of America","USA",840,38,-97
"609","US",2023,"SE","FT","Machine Learning Software Engineer",90000,"USD",90000,"US",0,"M","United States of America","USA",840,38,-97
"610","US",2023,"SE","FT","Data Engineer",146000,"USD",146000,"US",100,"M","United States of America","USA",840,38,-97
"611","US",2023,"SE","FT","Data Analyst",110600,"USD",110600,"US",0,"M","United States of America","USA",840,38,-97
"612","US",2023,"MI","FT","Data Scientist",170000,"USD",170000,"US",0,"M","United States of America","USA",840,38,-97
"613","US",2023,"SE","FT","Machine Learning Engineer",288000,"USD",288000,"US",100,"M","United States of America","USA",840,38,-97
"614","US",2023,"SE","FT","Data Analyst",227000,"USD",227000,"US",0,"M","United States of America","USA",840,38,-97
"615","US",2023,"SE","FT","Machine Learning Engineer",142200,"USD",142200,"US",0,"M","United States of America","USA",840,38,-97
"616","US",2023,"SE","FT","Data Analyst",115934,"USD",115934,"US",100,"M","United States of America","USA",840,38,-97
"617","US",2023,"SE","FT","Data Engineer",259000,"USD",259000,"US",100,"M","United States of America","USA",840,38,-97
"618","US",2023,"SE","FT","Machine Learning Engineer",2e+05,"USD",2e+05,"US",100,"M","United States of America","USA",840,38,-97
"619","US",2023,"SE","FT","Data Engineer",87980,"USD",87980,"US",0,"M","United States of America","USA",840,38,-97
"620","US",2023,"SE","FT","Data Engineer",162500,"USD",162500,"US",100,"M","United States of America","USA",840,38,-97
"621","US",2023,"MI","FT","Data Infrastructure Engineer",183310,"USD",183310,"US",0,"M","United States of America","USA",840,38,-97
"622","US",2023,"SE","FT","Machine Learning Engineer",240000,"USD",240000,"US",100,"M","United States of America","USA",840,38,-97
"623","US",2023,"SE","FT","Machine Learning Engineer",180000,"USD",180000,"US",100,"M","United States of America","USA",840,38,-97
"624","US",2023,"SE","FT","Machine Learning Engineer",90700,"USD",90700,"US",0,"M","United States of America","USA",840,38,-97
"625","US",2023,"EX","FT","Data Engineer",210000,"USD",210000,"US",0,"M","United States of America","USA",840,38,-97
"626","US",2023,"MI","FT","Data Analyst",95000,"USD",95000,"US",100,"M","United States of America","USA",840,38,-97
"627","US",2023,"SE","FT","Data Science Manager",299500,"USD",299500,"US",0,"M","United States of America","USA",840,38,-97
"628","US",2023,"SE","FT","Data Scientist",135000,"USD",135000,"US",100,"M","United States of America","USA",840,38,-97
"629","US",2023,"SE","FT","Data Engineer",144000,"USD",144000,"US",100,"M","United States of America","USA",840,38,-97
"630","US",2023,"SE","FT","Data Engineer",213580,"USD",213580,"US",100,"M","United States of America","USA",840,38,-97
"631","US",2023,"SE","FT","Data Analyst",93919,"USD",93919,"US",100,"M","United States of America","USA",840,38,-97
"632","US",2023,"SE","FT","Data Scientist",185900,"USD",185900,"US",0,"M","United States of America","USA",840,38,-97
"633","US",2023,"SE","FT","Data Engineer",241871,"USD",241871,"US",0,"M","United States of America","USA",840,38,-97
"634","US",2023,"SE","FT","Data Engineer",133832,"USD",133832,"US",0,"M","United States of America","USA",840,38,-97
"635","US",2023,"SE","FT","Machine Learning Software Engineer",180000,"USD",180000,"US",0,"M","United States of America","USA",840,38,-97
"636","US",2023,"SE","FT","Machine Learning Engineer",109400,"USD",109400,"US",0,"M","United States of America","USA",840,38,-97
"637","US",2023,"SE","FT","Data Engineer",180000,"USD",180000,"US",0,"M","United States of America","USA",840,38,-97
"638","US",2023,"SE","FT","Data Scientist",168000,"USD",168000,"US",100,"M","United States of America","USA",840,38,-97
"639","US",2023,"SE","FT","Data Analyst",192500,"USD",192500,"US",100,"M","United States of America","USA",840,38,-97
"640","US",2023,"SE","FT","Data Engineer",160000,"USD",160000,"US",0,"M","United States of America","USA",840,38,-97
"641","US",2023,"SE","FT","Machine Learning Engineer",140000,"USD",140000,"US",100,"M","United States of America","USA",840,38,-97
"642","US",2023,"SE","FT","Data Engineer",252000,"USD",252000,"US",0,"M","United States of America","USA",840,38,-97
"643","US",2023,"SE","FT","Research Scientist",120000,"USD",120000,"US",0,"M","United States of America","USA",840,38,-97
"644","US",2023,"SE","FT","Data Analyst",110000,"USD",110000,"US",100,"S","United States of America","USA",840,38,-97
"645","US",2023,"SE","FT","Data Scientist",148750,"USD",148750,"US",0,"M","United States of America","USA",840,38,-97
"646","US",2023,"MI","FT","Data Engineer",90000,"USD",90000,"US",0,"M","United States of America","USA",840,38,-97
"647","US",2023,"SE","FT","Machine Learning Engineer",153090,"USD",153090,"US",0,"M","United States of America","USA",840,38,-97
"648","US",2023,"SE","FT","Data Scientist",235000,"USD",235000,"US",100,"M","United States of America","USA",840,38,-97
"649","US",2023,"SE","FT","Data Analyst",85000,"USD",85000,"US",0,"M","United States of America","USA",840,38,-97
"650","US",2023,"EN","FT","Data Analyst",75000,"USD",75000,"US",100,"M","United States of America","USA",840,38,-97
"651","US",2023,"SE","FT","Data Analyst",169000,"USD",169000,"US",0,"M","United States of America","USA",840,38,-97
"652","US",2023,"SE","FT","Machine Learning Engineer",323300,"USD",323300,"US",0,"M","United States of America","USA",840,38,-97
"653","US",2023,"SE","FT","Machine Learning Engineer",184700,"USD",184700,"US",0,"M","United States of America","USA",840,38,-97
"654","US",2023,"MI","FT","Data Engineer",140000,"USD",140000,"US",100,"M","United States of America","USA",840,38,-97
"655","US",2023,"SE","FT","Machine Learning Engineer",186000,"USD",186000,"US",100,"M","United States of America","USA",840,38,-97
"656","US",2023,"EN","FT","Data Analyst",1e+05,"USD",1e+05,"US",50,"M","United States of America","USA",840,38,-97
"657","US",2023,"SE","FT","Data Scientist",209300,"USD",209300,"US",100,"M","United States of America","USA",840,38,-97
"658","US",2023,"SE","FT","Data Engineer",167580,"USD",167580,"US",0,"M","United States of America","USA",840,38,-97
"659","US",2023,"SE","FT","Data Manager",140000,"USD",140000,"US",0,"M","United States of America","USA",840,38,-97
"660","US",2023,"SE","FT","Data Manager",120000,"USD",120000,"US",0,"M","United States of America","USA",840,38,-97
"661","US",2023,"MI","FT","Data Infrastructure Engineer",190000,"USD",190000,"US",0,"M","United States of America","USA",840,38,-97
"662","US",2022,"MI","FT","Data Scientist",110000,"USD",110000,"US",100,"L","United States of America","USA",840,38,-97
"663","US",2023,"SE","FT","Data Scientist",136000,"USD",136000,"US",100,"M","United States of America","USA",840,38,-97
"664","US",2023,"SE","FT","Data Analyst",142000,"USD",142000,"US",100,"M","United States of America","USA",840,38,-97
"665","US",2023,"SE","FT","Data Scientist",225000,"USD",225000,"US",0,"M","United States of America","USA",840,38,-97
"666","US",2023,"SE","FT","Applied Scientist",72000,"USD",72000,"US",0,"L","United States of America","USA",840,38,-97
"667","US",2023,"SE","FT","Data Engineer",230000,"USD",230000,"US",0,"M","United States of America","USA",840,38,-97
"668","US",2023,"SE","FT","Data Engineer",170000,"USD",170000,"US",0,"M","United States of America","USA",840,38,-97
"669","US",2023,"MI","FT","Data Engineer",125000,"USD",125000,"US",0,"M","United States of America","USA",840,38,-97
"670","US",2023,"MI","FT","Data Scientist",151410,"USD",151410,"US",100,"M","United States of America","USA",840,38,-97
"671","US",2023,"MI","FT","Data Scientist",115360,"USD",115360,"US",100,"M","United States of America","USA",840,38,-97
"672","US",2023,"SE","FT","Data Analyst",51962,"USD",51962,"US",100,"M","United States of America","USA",840,38,-97
"673","US",2023,"SE","FT","Data Architect",180000,"USD",180000,"US",100,"M","United States of America","USA",840,38,-97
"674","US",2023,"MI","FT","Data Scientist",165000,"USD",165000,"US",0,"M","United States of America","USA",840,38,-97
"675","US",2023,"SE","FT","Machine Learning Engineer",139500,"USD",139500,"US",0,"M","United States of America","USA",840,38,-97
"676","US",2022,"EN","PT","Data Analyst",24000,"EUR",25216,"ES",100,"L","United States of America","USA",840,38,-97
"677","US",2023,"SE","FT","Machine Learning Engineer",2e+05,"USD",2e+05,"US",100,"M","United States of America","USA",840,38,-97
"678","US",2023,"SE","FT","Data Analyst",75000,"USD",75000,"US",100,"M","United States of America","USA",840,38,-97
"679","US",2023,"EN","FT","Data Analyst",60000,"USD",60000,"US",100,"L","United States of America","USA",840,38,-97
"680","US",2023,"SE","FT","Data Analyst",140000,"USD",140000,"US",100,"M","United States of America","USA",840,38,-97
"681","US",2023,"SE","FT","Data Scientist",149076,"USD",149076,"US",0,"M","United States of America","USA",840,38,-97
"682","US",2023,"SE","FT","Machine Learning Software Engineer",170000,"USD",170000,"US",0,"M","United States of America","USA",840,38,-97
"683","US",2023,"MI","FT","Research Scientist",85000,"USD",85000,"US",0,"M","United States of America","USA",840,38,-97
"684","US",2023,"MI","FT","Research Scientist",70000,"USD",70000,"US",0,"M","United States of America","USA",840,38,-97
"685","US",2023,"SE","FT","BI Developer",135000,"USD",135000,"US",100,"M","United States of America","USA",840,38,-97
"686","US",2023,"SE","FT","BI Developer",1e+05,"USD",1e+05,"US",100,"M","United States of America","USA",840,38,-97
"687","US",2023,"EX","FT","Data Analytics Manager",155000,"USD",155000,"US",0,"M","United States of America","USA",840,38,-97
"688","US",2023,"EX","FT","Data Analytics Manager",140000,"USD",140000,"US",0,"M","United States of America","USA",840,38,-97
"689","US",2023,"SE","FT","Machine Learning Engineer",204500,"USD",204500,"US",0,"M","United States of America","USA",840,38,-97
"690","US",2023,"SE","FT","Data Analyst",120000,"USD",120000,"US",100,"M","United States of America","USA",840,38,-97
"691","US",2023,"EN","FT","Data Analyst",85000,"USD",85000,"US",100,"M","United States of America","USA",840,38,-97
"692","US",2023,"SE","FT","Data Scientist",216100,"USD",216100,"US",0,"M","United States of America","USA",840,38,-97
"693","US",2023,"SE","FT","Data Scientist",140800,"USD",140800,"US",0,"M","United States of America","USA",840,38,-97
"694","US",2023,"MI","FT","Data Analyst",165000,"USD",165000,"US",0,"M","United States of America","USA",840,38,-97
"695","US",2023,"EN","FT","Data Analyst",48000,"USD",48000,"US",0,"M","United States of America","USA",840,38,-97
"696","US",2023,"SE","FT","Applied Scientist",196000,"USD",196000,"US",100,"M","United States of America","USA",840,38,-97
"697","US",2023,"SE","FT","Machine Learning Engineer",163800,"USD",163800,"US",0,"M","United States of America","USA",840,38,-97
"698","US",2023,"SE","FT","Machine Learning Engineer",126000,"USD",126000,"US",0,"M","United States of America","USA",840,38,-97
"699","US",2023,"SE","FT","ML Engineer",220000,"USD",220000,"US",0,"M","United States of America","USA",840,38,-97
"700","US",2023,"SE","FT","ML Engineer",150000,"USD",150000,"US",0,"M","United States of America","USA",840,38,-97
"701","US",2023,"SE","FT","Data Engineer",145000,"USD",145000,"US",0,"M","United States of America","USA",840,38,-97
"702","US",2023,"SE","FT","Machine Learning Engineer",188800,"USD",188800,"US",100,"M","United States of America","USA",840,38,-97
"703","US",2023,"SE","FT","Data Analyst",385000,"USD",385000,"US",0,"M","United States of America","USA",840,38,-97
"704","US",2023,"SE","FT","Data Scientist",104000,"USD",104000,"US",100,"M","United States of America","USA",840,38,-97
"705","US",2023,"SE","FT","Machine Learning Engineer",147100,"USD",147100,"US",0,"M","United States of America","USA",840,38,-97
"706","US",2023,"MI","FT","Data Engineer",130000,"USD",130000,"US",0,"M","United States of America","USA",840,38,-97
"707","US",2023,"SE","FT","Data Engineer",150000,"USD",150000,"US",100,"M","United States of America","USA",840,38,-97
"708","US",2023,"SE","FT","Data Engineer",107000,"USD",107000,"US",100,"M","United States of America","USA",840,38,-97
"709","US",2023,"SE","FT","Research Engineer",102544,"USD",102544,"US",0,"M","United States of America","USA",840,38,-97
"710","US",2023,"EX","FT","Data Engineer",110000,"USD",110000,"US",0,"M","United States of America","USA",840,38,-97
"711","US",2023,"SE","FT","Data Engineer",226700,"USD",226700,"US",0,"M","United States of America","USA",840,38,-97
"712","US",2023,"SE","FT","Data Engineer",163625,"USD",163625,"US",100,"M","United States of America","USA",840,38,-97
"713","US",2023,"SE","FT","Data Scientist",122700,"USD",122700,"US",0,"M","United States of America","USA",840,38,-97
"714","US",2022,"SE","FT","Machine Learning Software Engineer",375000,"USD",375000,"US",100,"M","United States of America","USA",840,38,-97
"715","US",2023,"SE","FT","Machine Learning Engineer",150000,"USD",150000,"US",0,"M","United States of America","USA",840,38,-97
"716","US",2023,"SE","FT","Data Scientist",205000,"USD",205000,"US",100,"M","United States of America","USA",840,38,-97
"717","US",2023,"SE","FT","Machine Learning Engineer",220000,"USD",220000,"US",0,"M","United States of America","USA",840,38,-97
"718","US",2023,"SE","FT","Data Scientist",185000,"USD",185000,"US",0,"M","United States of America","USA",840,38,-97
"719","US",2023,"EX","FT","Data Engineer",235000,"USD",235000,"US",0,"M","United States of America","USA",840,38,-97
"720","US",2023,"SE","FT","Data Scientist",156400,"USD",156400,"US",0,"M","United States of America","USA",840,38,-97
"721","US",2023,"SE","FT","Data Architect",180000,"USD",180000,"US",100,"M","United States of America","USA",840,38,-97
"722","US",2023,"SE","FT","Data Scientist",82365,"USD",82365,"US",0,"M","United States of America","USA",840,38,-97
"723","US",2023,"SE","FT","Data Architect",2e+05,"USD",2e+05,"US",100,"M","United States of America","USA",840,38,-97
"724","US",2023,"SE","FT","Data Engineer",182750,"USD",182750,"US",100,"M","United States of America","USA",840,38,-97
"725","US",2023,"SE","FT","Data Science Manager",231250,"USD",231250,"US",100,"M","United States of America","USA",840,38,-97
"726","US",2023,"SE","FT","Data Science Manager",138750,"USD",138750,"US",100,"M","United States of America","USA",840,38,-97
"727","US",2023,"SE","FT","Machine Learning Engineer",284310,"USD",284310,"US",0,"M","United States of America","USA",840,38,-97
"728","US",2023,"SE","FT","Data Analyst",106800,"USD",106800,"US",0,"M","United States of America","USA",840,38,-97
"729","US",2023,"SE","FT","Data Engineer",160000,"USD",160000,"US",100,"M","United States of America","USA",840,38,-97
"730","US",2023,"SE","FT","Data Engineer",162500,"USD",162500,"US",100,"M","United States of America","USA",840,38,-97
"731","US",2023,"MI","FT","Data Analyst",125000,"USD",125000,"US",0,"M","United States of America","USA",840,38,-97
"732","US",2023,"SE","FT","Data Engineer",133300,"USD",133300,"US",0,"M","United States of America","USA",840,38,-97
"733","US",2023,"SE","FT","Data Analyst",153600,"USD",153600,"US",0,"M","United States of America","USA",840,38,-97
"734","US",2023,"SE","FT","Data Analyst",106800,"USD",106800,"US",0,"M","United States of America","USA",840,38,-97
"735","US",2023,"SE","FT","Data Engineer",163800,"USD",163800,"US",0,"M","United States of America","USA",840,38,-97
"736","US",2023,"MI","FT","Data Analyst",124000,"USD",124000,"US",0,"M","United States of America","USA",840,38,-97
"737","US",2023,"EN","FT","BI Developer",160000,"USD",160000,"US",0,"M","United States of America","USA",840,38,-97
"738","US",2023,"SE","FT","Data Science Lead",225900,"USD",225900,"US",0,"M","United States of America","USA",840,38,-97
"739","US",2023,"SE","FT","Data Engineer",146000,"USD",146000,"US",100,"M","United States of America","USA",840,38,-97
"740","US",2022,"EN","FT","Business Data Analyst",48000,"USD",48000,"US",50,"L","United States of America","USA",840,38,-97
"741","US",2023,"MI","FT","Data Analyst",150000,"USD",150000,"US",0,"M","United States of America","USA",840,38,-97
"742","US",2023,"SE","FT","Data Engineer",115000,"USD",115000,"US",0,"M","United States of America","USA",840,38,-97
"743","US",2023,"SE","FT","Data Analytics Manager",204500,"USD",204500,"US",0,"M","United States of America","USA",840,38,-97
"744","US",2023,"SE","FT","Data Analyst",60000,"USD",60000,"US",0,"M","United States of America","USA",840,38,-97
"745","US",2023,"MI","FT","Data Engineer",162500,"USD",162500,"US",0,"M","United States of America","USA",840,38,-97
"746","US",2023,"MI","FT","Data Analyst",110000,"USD",110000,"US",100,"M","United States of America","USA",840,38,-97
"747","US",2023,"SE","FT","Data Architect",174500,"USD",174500,"US",0,"M","United States of America","USA",840,38,-97
"748","US",2023,"SE","FT","Data Scientist",145000,"USD",145000,"US",100,"M","United States of America","USA",840,38,-97
"749","US",2023,"SE","FT","Data Analyst",106020,"USD",106020,"US",0,"M","United States of America","USA",840,38,-97
"750","US",2023,"EN","FT","Data Engineer",160000,"USD",160000,"US",0,"M","United States of America","USA",840,38,-97
"751","US",2023,"MI","FT","Data Engineer",90000,"USD",90000,"US",0,"M","United States of America","USA",840,38,-97
"752","US",2023,"SE","FT","Data Scientist",183000,"USD",183000,"US",0,"M","United States of America","USA",840,38,-97
"753","US",2023,"SE","FT","Data Scientist",134000,"USD",134000,"US",0,"M","United States of America","USA",840,38,-97
"754","US",2023,"SE","FT","Machine Learning Engineer",220000,"USD",220000,"US",0,"M","United States of America","USA",840,38,-97
"755","US",2023,"SE","FT","Machine Learning Engineer",150000,"USD",150000,"US",0,"M","United States of America","USA",840,38,-97
"756","US",2023,"SE","FT","Data Scientist",170000,"USD",170000,"US",100,"M","United States of America","USA",840,38,-97
"757","US",2023,"SE","FT","Data Scientist",90000,"USD",90000,"US",100,"M","United States of America","USA",840,38,-97
"758","US",2023,"SE","FT","Machine Learning Engineer",170000,"USD",170000,"US",0,"M","United States of America","USA",840,38,-97
"759","US",2023,"EX","FT","Data Engineer",116704,"USD",116704,"US",100,"M","United States of America","USA",840,38,-97
"760","US",2023,"SE","FT","Machine Learning Engineer",276000,"USD",276000,"US",0,"M","United States of America","USA",840,38,-97
"761","US",2023,"SE","FT","Machine Learning Engineer",184000,"USD",184000,"US",0,"M","United States of America","USA",840,38,-97
"762","US",2023,"SE","FT","Data Architect",115000,"USD",115000,"US",100,"M","United States of America","USA",840,38,-97
"763","US",2023,"EX","FT","Data Engineer",239000,"USD",239000,"US",100,"M","United States of America","USA",840,38,-97
"764","US",2023,"SE","FT","Data Scientist",225000,"USD",225000,"US",100,"M","United States of America","USA",840,38,-97
"765","US",2023,"SE","FT","Data Scientist",175000,"USD",175000,"US",0,"M","United States of America","USA",840,38,-97
"766","US",2023,"MI","FT","Machine Learning Engineer",180000,"USD",180000,"US",100,"M","United States of America","USA",840,38,-97
"767","US",2023,"SE","FT","Research Scientist",370000,"USD",370000,"US",0,"M","United States of America","USA",840,38,-97
"768","US",2023,"SE","FT","Research Scientist",2e+05,"USD",2e+05,"US",0,"M","United States of America","USA",840,38,-97
"769","US",2023,"SE","FT","Data Scientist",152000,"USD",152000,"US",0,"M","United States of America","USA",840,38,-97
"770","US",2023,"SE","FT","Data Scientist",215050,"USD",215050,"US",100,"M","United States of America","USA",840,38,-97
"771","US",2023,"SE","FT","Data Scientist",156400,"USD",156400,"US",100,"M","United States of America","USA",840,38,-97
"772","US",2023,"EX","FT","Head of Data Science",195800,"USD",195800,"US",0,"M","United States of America","USA",840,38,-97
"773","US",2023,"SE","FT","Data Analyst",95000,"USD",95000,"US",100,"M","United States of America","USA",840,38,-97
"774","US",2023,"SE","FT","Data Engineer",240000,"USD",240000,"US",0,"M","United States of America","USA",840,38,-97
"775","US",2023,"SE","FT","Data Scientist",139500,"USD",139500,"US",0,"M","United States of America","USA",840,38,-97
"776","US",2023,"SE","FT","Data Scientist",144000,"USD",144000,"US",100,"M","United States of America","USA",840,38,-97
"777","US",2023,"MI","FT","Data Analyst",61200,"USD",61200,"US",0,"M","United States of America","USA",840,38,-97
"778","US",2023,"EN","FT","Data Scientist",110000,"USD",110000,"US",50,"S","United States of America","USA",840,38,-97
"779","US",2023,"SE","FT","Data Scientist",182200,"USD",182200,"US",100,"M","United States of America","USA",840,38,-97
"780","US",2023,"SE","FT","Data Engineer",182000,"USD",182000,"US",100,"M","United States of America","USA",840,38,-97
"781","US",2023,"SE","FT","Data Scientist",237000,"USD",237000,"US",100,"M","United States of America","USA",840,38,-97
"782","US",2023,"SE","FT","Machine Learning Engineer",318300,"USD",318300,"US",100,"M","United States of America","USA",840,38,-97
"783","US",2023,"SE","FT","Data Manager",199000,"USD",199000,"US",0,"M","United States of America","USA",840,38,-97
"784","US",2023,"SE","FT","Data Analytics Manager",138900,"USD",138900,"US",0,"M","United States of America","USA",840,38,-97
"785","US",2023,"SE","FT","Data Scientist",105000,"USD",105000,"US",0,"M","United States of America","USA",840,38,-97
"786","US",2023,"SE","FT","Data Architect",113000,"USD",113000,"US",0,"M","United States of America","USA",840,38,-97
"787","US",2023,"SE","FT","Data Analyst",130000,"USD",130000,"US",100,"M","United States of America","USA",840,38,-97
"788","US",2023,"SE","FT","Data Engineer",170000,"USD",170000,"US",100,"M","United States of America","USA",840,38,-97
"789","US",2023,"SE","FT","Research Engineer",155850,"USD",155850,"US",0,"M","United States of America","USA",840,38,-97
"790","US",2023,"SE","FT","Data Analyst",108000,"USD",108000,"US",100,"M","United States of America","USA",840,38,-97
"791","US",2023,"SE","FT","Data Engineer",165000,"USD",165000,"US",100,"M","United States of America","USA",840,38,-97
"792","US",2023,"SE","FT","Data Engineer",107250,"USD",107250,"US",100,"M","United States of America","USA",840,38,-97
"793","US",2023,"SE","FT","Data Engineer",3e+05,"USD",3e+05,"US",0,"M","United States of America","USA",840,38,-97
"794","US",2023,"SE","FT","Data Engineer",119000,"USD",119000,"US",0,"M","United States of America","USA",840,38,-97
"795","US",2023,"SE","FT","Data Scientist",285800,"USD",285800,"US",100,"M","United States of America","USA",840,38,-97
"796","US",2023,"SE","FT","Data Scientist",154600,"USD",154600,"US",100,"M","United States of America","USA",840,38,-97
"797","US",2022,"SE","FT","Data Scientist",150000,"USD",150000,"US",0,"M","United States of America","USA",840,38,-97
"798","US",2023,"EX","FT","Data Engineer",210914,"USD",210914,"US",100,"M","United States of America","USA",840,38,-97
"799","US",2023,"SE","FT","Data Scientist",162500,"USD",162500,"US",0,"M","United States of America","USA",840,38,-97
