"","company_location","work_year","experience_level","employment_type","job_title","salary","salary_currency","salary_in_usd","employee_residence","remote_ratio","company_size","country","alpha-3-code","numeric_code","latitude","longitude"
"800","US",2023,"MI","FT","Data Science Manager",195000,"USD",195000,"US",0,"M","United States of America","USA",840,38,-97
"801","US",2023,"EN","FT","Data Analyst",50000,"USD",50000,"KW",50,"L","United States of America","USA",840,38,-97
"802","US",2023,"EX","FT","Data Engineer",310000,"USD",310000,"US",100,"M","United States of America","USA",840,38,-97
"803","US",2023,"SE","FT","Data Engineer",133300,"USD",133300,"US",0,"M","United States of America","USA",840,38,-97
"804","US",2023,"MI","FT","Data Analyst",160000,"USD",160000,"US",0,"M","United States of America","USA",840,38,-97
"805","US",2023,"SE","FT","Analytics Engineer",2e+05,"USD",2e+05,"US",100,"M","United States of America","USA",840,38,-97
"806","US",2023,"SE","FT","Analytics Engineer",175000,"USD",175000,"US",100,"M","United States of America","USA",840,38,-97
"807","US",2023,"SE","FT","Analytics Engineer",231250,"USD",231250,"US",100,"M","United States of America","USA",840,38,-97
"808","US",2023,"SE","FT","Analytics Engineer",138750,"USD",138750,"US",100,"M","United States of America","USA",840,38,-97
"809","US",2022,"SE","FT","Data Engineer",145000,"USD",145000,"US",0,"M","United States of America","USA",840,38,-97
"810","US",2022,"SE","FT","Data Engineer",115000,"USD",115000,"US",0,"M","United States of America","USA",840,38,-97
"811","US",2023,"SE","FT","Data Engineer",240500,"USD",240500,"US",0,"L","United States of America","USA",840,38,-97
"812","US",2023,"SE","FT","Data Engineer",123700,"USD",123700,"US",0,"L","United States of America","USA",840,38,-97
"813","US",2023,"SE","FT","Data Analyst",145000,"USD",145000,"US",0,"M","United States of America","USA",840,38,-97
"814","US",2023,"SE","FT","Data Engineer",81500,"USD",81500,"US",100,"M","United States of America","USA",840,38,-97
"815","US",2023,"EN","FT","Data Scientist",124234,"USD",124234,"US",0,"M","United States of America","USA",840,38,-97
"816","US",2023,"EN","FT","Data Scientist",74540,"USD",74540,"US",0,"M","United States of America","USA",840,38,-97
"817","US",2023,"MI","FT","Data Analyst",109000,"USD",109000,"US",0,"M","United States of America","USA",840,38,-97
"818","US",2023,"MI","FT","Data Analyst",79000,"USD",79000,"US",0,"M","United States of America","USA",840,38,-97
"819","US",2022,"MI","FT","Data Engineer",175000,"USD",175000,"US",0,"M","United States of America","USA",840,38,-97
"820","US",2022,"SE","FT","Data Analyst",169000,"USD",169000,"US",0,"M","United States of America","USA",840,38,-97
"821","US",2023,"SE","FT","Data Scientist",275300,"USD",275300,"US",100,"M","United States of America","USA",840,38,-97
"822","US",2023,"SE","FT","Data Scientist",183500,"USD",183500,"US",100,"M","United States of America","USA",840,38,-97
"823","US",2023,"SE","FT","Data Scientist",275300,"USD",275300,"US",100,"M","United States of America","USA",840,38,-97
"824","US",2023,"SE","FT","Data Manager",112000,"USD",112000,"US",0,"M","United States of America","USA",840,38,-97
"825","US",2023,"EX","FT","Data Engineer",284000,"USD",284000,"US",100,"M","United States of America","USA",840,38,-97
"826","US",2023,"SE","FT","Data Analyst",125600,"USD",125600,"US",100,"M","United States of America","USA",840,38,-97
"827","US",2023,"SE","FT","Data Engineer",170000,"USD",170000,"US",0,"M","United States of America","USA",840,38,-97
"828","US",2023,"SE","FT","Data Engineer",120000,"USD",120000,"US",0,"M","United States of America","USA",840,38,-97
"829","US",2023,"SE","FT","Machine Learning Engineer",150000,"USD",150000,"US",100,"M","United States of America","USA",840,38,-97
"830","US",2023,"SE","FT","Data Engineer",140000,"USD",140000,"US",0,"M","United States of America","USA",840,38,-97
"831","US",2023,"SE","FT","Data Science Manager",245100,"USD",245100,"US",0,"M","United States of America","USA",840,38,-97
"832","US",2023,"SE","FT","Data Analyst",74178,"USD",74178,"US",0,"M","United States of America","USA",840,38,-97
"833","US",2023,"SE","FT","Data Scientist",150000,"USD",150000,"US",0,"M","United States of America","USA",840,38,-97
"834","US",2023,"SE","FT","Data Scientist",120000,"USD",120000,"US",0,"M","United States of America","USA",840,38,-97
"835","US",2023,"SE","FT","Data Engineer",129000,"USD",129000,"US",0,"M","United States of America","USA",840,38,-97
"836","US",2023,"SE","FT","Data Engineer",75000,"USD",75000,"US",100,"M","United States of America","USA",840,38,-97
"837","US",2023,"SE","FT","Data Engineer",220000,"USD",220000,"US",0,"M","United States of America","USA",840,38,-97
"838","US",2023,"SE","FT","Data Engineer",160000,"USD",160000,"US",0,"M","United States of America","USA",840,38,-97
"839","US",2023,"SE","FT","Data Engineer",205600,"USD",205600,"US",100,"M","United States of America","USA",840,38,-97
"840","US",2023,"SE","FT","Data Scientist",126500,"USD",126500,"US",0,"M","United States of America","USA",840,38,-97
"841","US",2023,"SE","FT","Data Scientist",78000,"USD",78000,"US",0,"M","United States of America","USA",840,38,-97
"842","US",2023,"MI","FT","Data Engineer",95000,"USD",95000,"US",0,"M","United States of America","USA",840,38,-97
"843","US",2023,"SE","FT","Data Engineer",185900,"USD",185900,"US",0,"M","United States of America","USA",840,38,-97
"844","US",2023,"SE","FT","Machine Learning Software Engineer",272000,"USD",272000,"US",0,"M","United States of America","USA",840,38,-97
"845","US",2023,"SE","FT","Data Engineer",160000,"USD",160000,"US",100,"M","United States of America","USA",840,38,-97
"846","US",2023,"SE","FT","Data Engineer",130000,"USD",130000,"US",100,"M","United States of America","USA",840,38,-97
"847","US",2023,"MI","FT","Data Analyst",60000,"USD",60000,"US",0,"M","United States of America","USA",840,38,-97
"848","US",2023,"MI","FT","Data Engineer",250000,"USD",250000,"US",0,"M","United States of America","USA",840,38,-97
"849","US",2023,"MI","FT","Data Engineer",175000,"USD",175000,"US",0,"M","United States of America","USA",840,38,-97
"850","US",2023,"SE","FT","Data Scientist",136000,"USD",136000,"US",100,"M","United States of America","USA",840,38,-97
"851","US",2023,"SE","FT","Data Scientist",104000,"USD",104000,"US",100,"M","United States of America","USA",840,38,-97
"852","US",2023,"EX","FT","Data Engineer",310000,"USD",310000,"US",100,"M","United States of America","USA",840,38,-97
"853","US",2023,"SE","FT","Data Engineer",137500,"USD",137500,"US",100,"M","United States of America","USA",840,38,-97
"854","US",2023,"SE","FT","Applied Scientist",205000,"USD",205000,"US",0,"M","United States of America","USA",840,38,-97
"855","US",2023,"SE","FT","Data Scientist",155000,"USD",155000,"US",0,"M","United States of America","USA",840,38,-97
"856","US",2023,"EN","FT","Data Analyst",55000,"USD",55000,"US",0,"M","United States of America","USA",840,38,-97
"857","US",2023,"SE","FT","BI Analyst",110000,"USD",110000,"US",0,"M","United States of America","USA",840,38,-97
"858","US",2023,"MI","FT","Data Analyst",90000,"USD",90000,"US",0,"M","United States of America","USA",840,38,-97
"859","US",2023,"MI","FT","Data Analyst",80000,"USD",80000,"US",0,"M","United States of America","USA",840,38,-97
"860","US",2023,"SE","FT","ML Engineer",2e+05,"USD",2e+05,"US",0,"M","United States of America","USA",840,38,-97
"861","US",2023,"EX","FT","Data Engineer",145000,"USD",145000,"US",0,"M","United States of America","USA",840,38,-97
"862","US",2022,"SE","FT","Cloud Database Engineer",160000,"USD",160000,"US",100,"M","United States of America","USA",840,38,-97
"863","US",2022,"SE","FT","Data Analyst",1e+05,"USD",1e+05,"US",0,"M","United States of America","USA",840,38,-97
"864","US",2023,"SE","FT","Data Scientist",183500,"USD",183500,"US",100,"M","United States of America","USA",840,38,-97
"865","US",2023,"SE","FT","Data Analyst",160000,"USD",160000,"US",100,"M","United States of America","USA",840,38,-97
"866","US",2023,"SE","FT","Data Science Lead",247500,"USD",247500,"US",0,"M","United States of America","USA",840,38,-97
"867","US",2023,"SE","FT","Data Scientist",70000,"USD",70000,"US",0,"M","United States of America","USA",840,38,-97
"868","US",2023,"MI","FT","Data Analyst",150000,"USD",150000,"US",0,"M","United States of America","USA",840,38,-97
"869","US",2023,"SE","FT","Data Scientist",156400,"USD",156400,"US",0,"M","United States of America","USA",840,38,-97
"870","US",2023,"SE","FT","Data Engineer",139500,"USD",139500,"US",0,"M","United States of America","USA",840,38,-97
"871","US",2023,"SE","FT","Data Engineer",109400,"USD",109400,"US",0,"M","United States of America","USA",840,38,-97
"872","US",2023,"SE","FT","Data Scientist",190000,"USD",190000,"US",0,"M","United States of America","USA",840,38,-97
"873","US",2023,"SE","FT","Data Scientist",165000,"USD",165000,"US",0,"M","United States of America","USA",840,38,-97
"874","US",2022,"SE","FT","Data Engineer",185900,"USD",185900,"US",0,"M","United States of America","USA",840,38,-97
"875","US",2022,"SE","FT","Data Engineer",129300,"USD",129300,"US",0,"M","United States of America","USA",840,38,-97
"876","US",2023,"MI","FT","Data Engineer",150000,"USD",150000,"US",0,"M","United States of America","USA",840,38,-97
"877","US",2023,"MI","FT","Data Engineer",130000,"USD",130000,"US",0,"M","United States of America","USA",840,38,-97
"878","US",2023,"SE","FT","Data Scientist",225000,"USD",225000,"US",0,"M","United States of America","USA",840,38,-97
"879","US",2023,"SE","FT","Data Scientist",156400,"USD",156400,"US",0,"M","United States of America","USA",840,38,-97
"880","US",2023,"SE","FT","Computer Vision Engineer",2e+05,"USD",2e+05,"US",100,"S","United States of America","USA",840,38,-97
"881","US",2022,"SE","FT","Data Engineer",106500,"USD",106500,"US",0,"M","United States of America","USA",840,38,-97
"882","US",2022,"MI","FT","Data Analyst",75000,"USD",75000,"US",100,"M","United States of America","USA",840,38,-97
"883","US",2022,"MI","FT","Data Analyst",60000,"USD",60000,"US",100,"M","United States of America","USA",840,38,-97
"884","US",2022,"SE","FT","Applied Scientist",184000,"USD",184000,"US",100,"M","United States of America","USA",840,38,-97
"885","US",2023,"SE","FT","Data Scientist",257000,"USD",257000,"US",0,"M","United States of America","USA",840,38,-97
"886","US",2023,"SE","FT","Machine Learning Engineer",288000,"USD",288000,"US",100,"M","United States of America","USA",840,38,-97
"887","US",2023,"SE","FT","Machine Learning Engineer",140000,"USD",140000,"US",100,"M","United States of America","USA",840,38,-97
"888","US",2022,"SE","FT","Data Science Manager",299500,"USD",299500,"US",0,"M","United States of America","USA",840,38,-97
"889","US",2023,"SE","FT","Data Engineer",205600,"USD",205600,"US",0,"L","United States of America","USA",840,38,-97
"890","US",2023,"SE","FT","Data Engineer",105700,"USD",105700,"US",0,"L","United States of America","USA",840,38,-97
"891","US",2023,"SE","FT","BI Developer",140000,"USD",140000,"US",100,"M","United States of America","USA",840,38,-97
"892","US",2023,"SE","FT","BI Developer",110000,"USD",110000,"US",100,"M","United States of America","USA",840,38,-97
"893","US",2023,"EX","FT","Data Engineer",239000,"USD",239000,"US",100,"M","United States of America","USA",840,38,-97
"894","US",2023,"SE","FT","Data Architect",198000,"USD",198000,"US",100,"M","United States of America","USA",840,38,-97
"895","US",2023,"SE","FT","Data Architect",114000,"USD",114000,"US",100,"M","United States of America","USA",840,38,-97
"896","US",2023,"EN","FT","Data Analyst",75000,"USD",75000,"US",100,"M","United States of America","USA",840,38,-97
"897","US",2023,"EN","FT","Data Analyst",60000,"USD",60000,"US",100,"M","United States of America","USA",840,38,-97
"898","US",2023,"SE","FT","Machine Learning Engineer",204500,"USD",204500,"US",0,"M","United States of America","USA",840,38,-97
"899","US",2022,"SE","FT","Data Engineer",145000,"USD",145000,"US",0,"M","United States of America","USA",840,38,-97
"900","US",2022,"SE","FT","Data Engineer",1e+05,"USD",1e+05,"US",0,"M","United States of America","USA",840,38,-97
"901","US",2022,"SE","FT","Applied Scientist",192000,"USD",192000,"US",100,"M","United States of America","USA",840,38,-97
"902","US",2023,"EN","FT","Data Engineer",160000,"USD",160000,"US",0,"M","United States of America","USA",840,38,-97
"903","US",2022,"EN","FT","Data Scientist",85000,"USD",85000,"US",0,"M","United States of America","USA",840,38,-97
"904","US",2023,"SE","FT","Data Engineer",130000,"USD",130000,"US",0,"M","United States of America","USA",840,38,-97
"905","US",2023,"SE","FT","Data Engineer",75000,"USD",75000,"US",0,"M","United States of America","USA",840,38,-97
"906","US",2023,"SE","FT","Data Engineer",250000,"USD",250000,"US",100,"M","United States of America","USA",840,38,-97
"907","US",2023,"SE","FT","Data Engineer",63000,"USD",63000,"US",100,"M","United States of America","USA",840,38,-97
"908","US",2023,"SE","FT","Data Scientist",237000,"USD",237000,"US",100,"M","United States of America","USA",840,38,-97
"909","US",2023,"SE","FT","Data Scientist",145000,"USD",145000,"US",100,"M","United States of America","USA",840,38,-97
"910","US",2023,"SE","FT","Data Scientist",130000,"USD",130000,"US",100,"M","United States of America","USA",840,38,-97
"911","US",2023,"SE","FT","Data Scientist",90000,"USD",90000,"US",100,"M","United States of America","USA",840,38,-97
"912","US",2023,"MI","FT","Data Analyst",120000,"USD",120000,"US",100,"M","United States of America","USA",840,38,-97
"913","US",2023,"MI","FT","Data Analyst",1e+05,"USD",1e+05,"US",100,"M","United States of America","USA",840,38,-97
"914","US",2023,"SE","FT","Data Architect",174500,"USD",174500,"US",0,"M","United States of America","USA",840,38,-97
"915","US",2023,"SE","FT","Data Engineer",160000,"USD",160000,"US",100,"M","United States of America","USA",840,38,-97
"916","US",2023,"MI","FT","Data Scientist",183310,"USD",183310,"US",0,"M","United States of America","USA",840,38,-97
"917","US",2023,"MI","FT","Data Scientist",183310,"USD",183310,"US",0,"M","United States of America","USA",840,38,-97
"918","US",2023,"SE","FT","Data Engineer",180000,"USD",180000,"US",0,"M","United States of America","USA",840,38,-97
"919","US",2023,"SE","FT","Data Scientist",250000,"USD",250000,"US",0,"M","United States of America","USA",840,38,-97
"920","US",2023,"SE","FT","Data Scientist",210000,"USD",210000,"US",0,"M","United States of America","USA",840,38,-97
"921","US",2022,"MI","FT","Data Analyst",150000,"USD",150000,"US",0,"M","United States of America","USA",840,38,-97
"922","US",2023,"SE","FT","Data Architect",174500,"USD",174500,"US",0,"M","United States of America","USA",840,38,-97
"923","US",2023,"SE","FT","Data Engineer",226700,"USD",226700,"US",0,"M","United States of America","USA",840,38,-97
"924","US",2023,"MI","FT","Data Analyst",206000,"USD",206000,"US",0,"M","United States of America","USA",840,38,-97
"925","US",2023,"SE","FT","Data Science Consultant",94000,"USD",94000,"US",0,"M","United States of America","USA",840,38,-97
"926","US",2023,"SE","FT","Data Scientist",220000,"USD",220000,"US",0,"M","United States of America","USA",840,38,-97
"927","US",2023,"SE","FT","Data Scientist",146000,"USD",146000,"US",0,"M","United States of America","USA",840,38,-97
"928","US",2023,"SE","FT","Data Engineer",3e+05,"USD",3e+05,"US",0,"M","United States of America","USA",840,38,-97
"929","US",2022,"SE","FT","Data Engineer",120000,"USD",120000,"US",0,"M","United States of America","USA",840,38,-97
"930","US",2022,"SE","FT","Data Engineer",95000,"USD",95000,"US",0,"M","United States of America","USA",840,38,-97
"931","US",2022,"SE","FT","Research Engineer",249500,"USD",249500,"US",0,"M","United States of America","USA",840,38,-97
